titles,box_office,total
Highlander III: The Sorcerer,13.73857400000,13738574
Self/Less,12.27969100000,12279691
The Curse of the Jade Scorpion,7.49652200000,7496522
The Fifth Estate,3.25417200000,3254172
Blood and Wine,1.08335000000,1083350
Blood Ties,0.04247200000,42472
The Grimm Brothers' Snow White,0.00500000000,5000
Viy,0.00000000000,0
Accidental Love,0.00000000000,0
The Face of an Angel,0.00000000000,0
Flipper,20.08002000000,20080020
The Constant Gardener,33.57979800000,33579798
W.,25.53449300000,25534493
The Passion of the Christ,370.78293000000,370782930
Mrs. Doubtfire,219.19505100000,219195051
Rain Man,172.82543500000,172825435
The Help,169.70558700000,169705587
Gran Torino,148.09530200000,148095302
Taken,145.00098900000,145000989
Ride Along,134.20256500000,134202565
The Bodyguard,121.94572000000,121945720
Schindler's List,96.06717900000,96067179
"Legally Blonde 2: Red, White & Blonde",90.63908800000,90639088
Scooby-Doo 2: Monsters Unleashed,84.18538700000,84185387
Anchorman: The Legend of Ron Burgundy,84.13690900000,84136909
Freddy vs. Jason,82.62265500000,82622655
Bridge to Terabithia,82.23413900000,82234139
Jimmy Neutron: Boy Genius,80.93623200000,80936232
Cloverfield,80.04843300000,80048433
Dear John,80.01484200000,80014842
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78.65681300000,78656813
Parental Guidance,77.26729600000,77267296
The Untouchables,76.27045400000,76270454
No Country for Old Men,74.27350500000,74273505
Bridget Jones's Diary,71.50055600000,71500556
Chocolat,71.30976000000,71309760
No Strings Attached,70.66222000000,70662220
Contraband,66.52800000000,66528000
The Lucky One,60.45713800000,60457138
Tombstone,56.50506500000,56505065
Romeo Must Die,55.97333600000,55973336
The Omen,54.60738300000,54607383
Final Destination 3,54.09805100000,54098051
Madea's Big Happy Family,53.34528700000,53345287
Tyler Perry's A Madea Christmas,52.54335400000,52543354
Finding Neverland,51.67660600000,51676606
The Grey,51.58013600000,51580136
Hide and Seek,51.10048600000,51100486
The House Bunny,48.23738900000,48237389
Agent Cody Banks,47.54506000000,47545060
Nanny McPhee,47.27927900000,47279279
Goodfellas,46.74380900000,46743809
The Giver,45.09037400000,45090374
Scarface,44.94282100000,44942821
Nothing To Lose,44.48003900000,44480039
The Last Emperor,43.98400000000,43984000
The Night Before,43.03572500000,43035725
The Hours,41.67599400000,41675994
Money Talks,41.07686500000,41076865
There Will Be Blood,40.22251400000,40222514
The Wild Thornberrys Movie,40.10869700000,40108697
Rugrats Go Wild,39.40257200000,39402572
The Sisterhood of the Traveling Pants,39.05306100000,39053061
Undercover Brother,38.23043500000,38230435
August: Osage County,37.73881000000,37738810
Kiss of the Dragon,36.83347300000,36833473
Million Dollar Arm,36.44795900000,36447959
Beauty Shop,36.35135000000,36351350
What a Girl Wants,35.99050500000,35990505
Jeepers Creepers II,35.62380100000,35623801
Good Luck Chuck,35.01729700000,35017297
Cradle 2 the Grave,34.65773100000,34657731
She's the Man,33.88915900000,33889159
The Gambler,33.68099200000,33680992
Mr. Bean's Holiday,33.30216700000,33302167
Bride of Chucky,32.40418800000,32404188
August Rush,31.66416200000,31664162
Anacondas: The Hunt for the Blood Orchid,31.52639300000,31526393
The Sitter,30.54257600000,30542576
Elizabeth,30.08269900000,30082699
"Tora, Tora, Tora",29.54829100000,29548291
Spice World,29.34259200000,29342592
Draft Day,28.84223700000,28842237
The Shawshank Redemption,28.24146900000,28241469
Dance Flick,25.66215500000,25662155
Crocodile Dundee in Los Angeles,25.59011900000,25590119
Kingpin,25.02342400000,25023424
Ice Princess,24.38133400000,24381334
Don't Be Afraid of the Dark,24.04668200000,24046682
The Losers,23.59143200000,23591432
War,22.48640900000,22486409
Don Juan DeMarco,22.03263500000,22032635
A Lot Like Love,21.83578400000,21835784
He Got Game,21.56785300000,21567853
The Eagle,19.49004100000,19490041
Shaun the Sheep,19.37598200000,19375982
Shark Night 3D,18.87715300000,18877153
Punch-Drunk Love,17.79103100000,17791031
Eurotrip,17.71822300000,17718223
The Ruins,17.43284400000,17432844
The Counselor,16.97371500000,16973715
Unaccompanied Minors,16.65522400000,16655224
"Bright Lights, Big City",16.11807700000,16118077
Half Past Dead,15.56786000000,15567860
Legend,15.50211200000,15502112
The Adventures of Pinocchio,15.38217000000,15382170
The Greatest Game Ever Played,15.33128900000,15331289
The Box,15.05197700000,15051977
The Next Best Thing,14.98357200000,14983572
My Soul to Take,14.74443500000,14744435
The Girl Next Door,14.58944400000,14589444
Fly Me To the Moon,14.54394300000,14543943
Maximum Risk,14.10292900000,14102929
Stealing Harvard,13.97353200000,13973532
Hot Rod,13.93833200000,13938332
Warrior,13.65711500000,13657115
Angela's Ashes,13.03866000000,13038660
Cirque du Soleil: Worlds Away,12.51286200000,12512862
The 33,12.22772200000,12227722
Lifeforce,11.60354500000,11603545
The Conspirator,11.53820400000,11538204
The Powerpuff Girls,11.41164400000,11411644
The Lords of Dogtown,11.27351700000,11273517
Big Trouble in Little China,11.10000000000,11100000
Michael Collins,11.09255900000,11092559
Stop-Loss,10.91574400000,10915744
Gettysburg,10.73199700000,10731997
Abandon,10.71936700000,10719367
Straw Dogs,10.32444100000,10324441
Brokedown Palace,10.11501400000,10115014
Possession,10.10364700000,10103647
Mrs. Winterbourne,10.03956600000,10039566
Stone Cold,9.28631400000,9286314
The Road,8.11427000000,8114270
The Hoax,7.16499500000,7164995
Sheena,5.77835300000,5778353
Underclassman,5.65477700000,5654777
Say It Isn't So,5.51670800000,5516708
The World's Fastest Indian,5.12812400000,5128124
Deception,4.59850600000,4598506
Tank Girl,4.06433300000,4064333
King's Ransom,4.00852700000,4008527
Blindness,3.07339200000,3073392
Carnage,2.54674700000,2546747
BloodRayne,2.40542000000,2405420
Legend,1.87299400000,1872994
Bad Lieutenant: Port of Call New Orleans,1.70211200000,1702112
Jane Got a Gun,1.51379300000,1513793
Me and Orson Welles,1.19000300000,1190003
Venom,0.88174500000,881745
Where the Truth Lies,0.87214200000,872142
Without Limits,0.78032600000,780326
On the Road,0.72082800000,720828
Les petits mouchoirs,0.20550500000,205505
Love Ranch,0.13788500000,137885
Yi ge ren de wu lin,0.12911500000,129115
Sammy's avonturen: De geheime doorgang,0.00000000000,0
Belka i Strelka. Zvezdnye sobaki,0.00000000000,0
La véritable histoire du Chat Botté,0.00000000000,0
Ironclad,0.00000000000,0
Red Sky,0.00000000000,0
Waterloo,0.00000000000,0
The Adventurer: The Curse of the Midas Box,0.00000000000,0
Reagan,0.00000000000,0
Dangerous Liaisons,0.01700000000,17000
Star Trek IV: The Voyage Home,109.71313200000,109713132
Scream 2,101.36330100000,101363301
Old School,75.15500000000,75155000
Rocky Balboa,70.26989900000,70269899
Think Like a Man Too,65.02868700000,65028687
The Whole Nine Yards,57.26249200000,57262492
Footloose,51.80274200000,51802742
Point Break,43.21838700000,43218387
The Fisher King,41.79822400000,41798224
I Still Know What You Did Last Summer,40.02062200000,40020622
"Hello, Dolly",33.20809900000,33208099
Return to Me,32.66229900000,32662299
The Men Who Stare at Goats,32.42819500000,32428195
Zack and Miri Make a Porno,31.45794600000,31457946
Double Take,29.82316200000,29823162
"Girl, Interrupted",28.87119000000,28871190
Nurse Betty,25.17005400000,25170054
Piranha 3D,25.00315500000,25003155
Faster,23.24002000000,23240020
Win a Date with Tad Hamilton!,16.98009800000,16980098
Muppets From Space,16.30478600000,16304786
The Wiz,13.00000000000,13000000
Ready to Rumble,12.37241000000,12372410
I Don't Know How She Does It,9.65907400000,9659074
Play it to the Bone,8.42720400000,8427204
Beyond the Sea,6.14480600000,6144806
Hauru no ugoku shiro,4.71045500000,4710455
Meet the Deedles,4.35612600000,4356126
The Princess and the Cobbler,0.66927600000,669276
The Bridge of San Luis Rey,0.04998100000,49981
Zombieland,75.59028600000,75590286
Star Wars Ep. V: The Empire Strikes Back,290.27196000000,290271960
The Waterboy,161.49164600000,161491646
The Naked Gun 2½: The Smell of Fear,86.93041100000,86930411
Bad Boys,65.64741300000,65647413
The Wedding Ringer,64.46021100000,64460211
Final Destination,53.30231400000,53302314
King Kong,52.61444500000,52614445
The Ides of March,40.96253400000,40962534
Pitch Black,39.23508800000,39235088
Someone Like You,27.33803300000,27338033
Her,25.56825100000,25568251
Joy Ride,21.97318200000,21973182
Haywire,18.94239600000,18942396
Anywhere But Here,18.65361500000,18653615
Vanity Fair,16.12385100000,16123851
Eddie the Eagle,15.78938900000,15789389
Jaws 4: The Revenge,15.72833500000,15728335
The Crew,13.01925300000,13019253
Marvin's Room,12.80330500000,12803305
Chasing Liberty,12.18951400000,12189514
The Longshots,11.51132300000,11511323
The End of the Affair,10.66014700000,10660147
Harley Davidson and the Marlboro Man,7.01852500000,7018525
In the Valley of Elah,6.77774100000,6777741
Coco avant Chanel,6.11383400000,6113834
Cheri,2.71565700000,2715657
Redemption,0.03668600000,36686
Rogue,0.01045200000,10452
Shi Yue Wei Cheng,0.00000000000,0
Spaceballs,38.11948300000,38119483
1408,71.98562800000,71985628
The Water Diviner,4.20011700000,4200117
Ghost,217.63130600000,217631306
There's Something About Mary,176.48465100000,176484651
The Santa Clause,144.83335700000,144833357
The Game Plan,90.64820200000,90648202
The Rookie,75.60007200000,75600072
The Bridges of Madison County,71.51661700000,71516617
Son of God,59.70006400000,59700064
The Animal,55.76222900000,55762229
The Hundred-Foot Journey,54.23544100000,54235441
Gandhi,52.76788900000,52767889
Underworld,51.97069000000,51970690
The Net,50.62173300000,50621733
Diary of a Wimpy Kid: Dog Days,49.00866200000,49008662
I Am Sam,40.27089500000,40270895
Derailed,36.02006300000,36020063
The Informant!,33.31682100000,33316821
Delivery Man,30.65981700000,30659817
"Hail, Caesar!",30.08022500000,30080225
Jay and Silent Bob Strike Back,30.05938600000,30059386
Shadowlands,25.84237700000,25842377
Traitor,23.53083100000,23530831
Deuce Bigalow: European Gigolo,22.40015400000,22400154
Mad Money,20.66884300000,20668843
Homefront,20.15849200000,20158492
Igor,19.52860200000,19528602
Saving Silverman,19.35156900000,19351569
Summer of Sam,19.28813000000,19288130
The Glass House,17.95143100000,17951431
The Transporter Refueled,16.02967000000,16029670
The Island,15.71682800000,15716828
Josie and the Pussycats,14.25283000000,14252830
Hit & Run,13.74930000000,13749300
The Little Vampire,13.55598800000,13555988
I Heart Huckabees,12.78471300000,12784713
Out of the Furnace,11.33084900000,11330849
RoboCop 3,10.69621000000,10696210
Dudley Do-Right,9.81879200000,9818792
Megiddo: Omega Code 2,6.04769100000,6047691
Darling Lili,5.00000000000,5000000
The Libertine,4.83506500000,4835065
Zwartboek,4.39853200000,4398532
Before I Go to Sleep,3.24245700000,3242457
Stone,1.81007800000,1810078
Joyeux Noël,1.05436100000,1054361
Metegol,0.00000000000,0
The Butterfly God,0.00000000000,0
Sorcerer,12.00000000000,12000000
Molière,0.63573300000,635733
Michael Clayton,49.03388200000,49033882
Arlington Road,24.41921900000,24419219
My Fellow Americans,22.33184600000,22331846
To Rome with Love,16.68435200000,16684352
Silver Linings Playbook,132.09295800000,132092958
"South Park: Bigger, Longer & Uncut",52.03760300000,52037603
Firefox,45.78572000000,45785720
Death at a Funeral,42.73934700000,42739347
Teenage Mutant Ninja Turtles III,42.27360900000,42273609
Hardball,40.22272900000,40222729
For Colored Girls,37.72969800000,37729698
Freedom Writers,36.60560200000,36605602
The Transporter,25.29644700000,25296447
Never Back Down,24.85092200000,24850922
Tinker Tailor Soldier Spy,24.14939300000,24149393
The Bachelor,21.73100100000,21731001
The Rage: Carrie 2,17.76024400000,17760244
Swing Vote,16.28986700000,16289867
Away We Go,9.45194600000,9451946
Moonlight Mile,6.83095700000,6830957
The Beaver,0.97081600000,970816
Molly,0.01739600000,17396
eXistenZ,2.84041700000,2840417
The Best Little Whorehouse in Texas,69.70163700000,69701637
Pulse,20.26443600000,20264436
Raiders of the Lost Ark,248.15997100000,248159971
Beauty and the Beast,218.95162500000,218951625
Home Alone 2: Lost in New York,173.58551600000,173585516
Close Encounters of the Third Kind,166.00000000000,166000000
Beverly Hills Cop II,153.66503600000,153665036
The Conjuring,137.40014100000,137400141
Bringing Down the House,132.67540200000,132675402
The Silence of the Lambs,130.72671600000,130726716
Wayne's World,121.69732300000,121697323
Jackass 3D,117.22969200000,117229692
Bad Moms,112.68083900000,112680839
Jaws 2,102.92237600000,102922376
Beverly Hills Chihuahua,94.51440200000,94514402
Tammy,84.52543200000,84525432
Are We There Yet?,82.67439800000,82674398
The Descendants,82.62496100000,82624961
School of Rock,81.26117700000,81261177
Disturbia,80.81897400000,80818974
Mortal Kombat,70.43322700000,70433227
White Chicks,69.14899700000,69148997
Obsessed,68.26164400000,68261644
Holes,67.38392400000,67383924
Tyler Perry's Madea's Witness Protection,65.65324200000,65653242
The Last Song,62.95038400000,62950384
Why Did I Get Married Too?,60.09585200000,60095852
12 Years a Slave,56.67199300000,56671993
Drumline,56.39816200000,56398162
Me Before You,56.24507500000,56245075
Barbershop: The Next Cut,54.03005100000,54030051
Edward Scissorhands,53.97698700000,53976987
Selma,52.07690800000,52076908
Popeye,49.82303700000,49823037
Date Movie,48.54842600000,48548426
Peter Pan: Return to Neverland,48.43025800000,48430258
The Jungle Book 2,47.90158200000,47901582
Premonition,47.85260400000,47852604
Boogeyman,46.75238200000,46752382
The Tigger Movie,45.54242100000,45542421
Spotlight,45.05577600000,45055776
Max,42.65625500000,42656255
Meet the Browns,41.97538800000,41975388
Orphan,41.59625100000,41596251
Epic Movie,39.73936700000,39739367
Lakeview Terrace,39.26350600000,39263506
The Grudge 2,39.14383900000,39143839
Nerve,38.57798500000,38577985
Conan the Barbarian,38.26408500000,38264085
How Stella Got Her Groove Back,37.67294400000,37672944
Bill & Ted's Bogus Journey,37.53767500000,37537675
Man of the Year,37.44218000000,37442180
Risen,36.88003300000,36880033
Vampires Suck,36.66150400000,36661504
The Black Hole,35.84190100000,35841901
The American,35.60637600000,35606376
Selena,35.45011300000,35450113
A Very Harold & Kumar 3D Christmas,35.06103100000,35061031
Eternal Sunshine of the Spotless Mind,34.36651800000,34366518
Texas Chainsaw 3D,34.34194500000,34341945
Babel,34.30283700000,34302837
This is Where I Leave You,34.29632000000,34296320
Doubt,33.44647000000,33446470
Team America: World Police,32.77483400000,32774834
Copycat,32.05191700000,32051917
Scary Movie V,32.01578700000,32015787
She's Out of My League,32.01086000000,32010860
Milk,31.84129900000,31841299
Paint Your Wagon,31.67877800000,31678778
The Debt,31.17754800000,31177548
Ghost Ship,30.11349100000,30113491
Daybreakers,30.10157700000,30101577
The Bank Job,30.06066000000,30060660
Wild Things,29.79529900000,29795299
The Stepfather,29.06256100000,29062561
High Fidelity,27.27705500000,27277055
Stick It,26.91073600000,26910736
One Missed Call,26.89004100000,26890041
Eye for an Eye,26.79270000000,26792700
Street Kings,26.41564900000,26415649
The World's End,26.00485100000,26004851
From Dusk Till Dawn,25.72896100000,25728961
You Again,25.70205300000,25702053
Nancy Drew,25.58468500000,25584685
Alpha and Omega 3D,25.10726700000,25107267
Endless Love,23.43825000000,23438250
The Covenant,23.36478400000,23364784
Monte Carlo,23.18676900000,23186769
Stay Alive,23.08648000000,23086480
2 For the Money,22.99137900000,22991379
Psycho,21.54121800000,21541218
Quigley Down Under,21.41310500000,21413105
To Die For,21.28451400000,21284514
Shorts,20.91916600000,20919166
Vampires,20.26882500000,20268825
Appaloosa,20.21139400000,20211394
Secret in Their Eyes,20.18015500000,20180155
Yu-Gi-Oh,19.76269000000,19762690
Reign Over Me,19.66198700000,19661987
My Best Friend's Girl,19.21925000000,19219250
Georgia Rule,18.88288000000,18882880
Under the Rainbow,18.82649000000,18826490
Ladyhawke,18.40000000000,18400000
Into the Wild,18.35435600000,18354356
Simon Birch,18.25341500000,18253415
Pooh's Heffalump Movie,18.09843300000,18098433
School for Scoundrels,17.80756900000,17807569
Silent Hill: Revelation 3D,17.53021900000,17530219
Home for the Holidays,17.46888700000,17468887
